irn,title,title_length,image_irn,width,height,contentUrl,rights,description,observedDimension,creator,role,createdDate,createdPlace,productionUsedTechnique,isMadeOfSummary,isMadeOf,isTypeOf,influencedBy,depicts,refersTo,creditLine
445262,Pagrus unicolor Snapper,23,369715,6348,4068,https://media.tepapa.govt.nz/collection/369715/full,No Known Copyright Restrictions,Unfinished sketch.,,John Buchanan,attributed,1870s,,"freehand drawing,handwriting",,"paper,graphite pencil","drawings,scientific illustrations",,"Fish,Pagrus auratus (Bloch & Schneider, 1801)",,
445263,Coridodax pullus,16,369716,5904,4296,https://media.tepapa.govt.nz/collection/369716/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Catalogue of fishes pencil sketches, second specimen.</FONT></P>
<P><FONT size=3>Catalogue of fishes pencil sketches, second specimen. Upper half dark amber with blue streaks 3/4-1 inch streak of silver gray from pectoral to caudal. Belly azure blue blotched with amber, azure blue streak from lover lip.Fins dark brown spotted bluish green orange ring round ? [unclear] of eye.</FONT></P>
<P><FONT size=3>2nd specimen</FONT></P>
<P><FONT size=3>Colour upper olive green clouded with brown. Beneath silver gray clouded with bronze brown. Intensified silver streak on each side and expanded over the inferior cheeks [? unclear] and meeting under the mouth. Triangular patch of 4 rows of scales behind the eye. Patch of scales on superior of ? [unclear] ? [unclear] with shallow posterior notch ? [unclear].</FONT></P></FONT>",,John Buchanan,artist,12 December 1879,,"freehand drawing,handwriting",,"paper,graphite pencil","drawings,scientific illustrations",,"Fish,Odax pullus (Forster & Schneider, 1801)",,
445264,Callorhynchus dasycaudatus,26,369717,5952,4434,https://media.tepapa.govt.nz/collection/369717/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Transactions of New Zealand Institute Volume XI PIXVII.</P></FONT>",,Reverend William Colenso,artist,1878,,"freehand drawing,handwriting",,"paper,ink","drawings,scientific illustrations",,"Fish,Callorhinchus milii Bory de St. Vincent, 1823",,
445266,Scyllium canicula,17,369718,11767,4954,https://media.tepapa.govt.nz/collection/369718/full,No Known Copyright Restrictions,"<FONT size=1>
<P></FONT><FONT size=3>Pencil drawing of&nbsp;fish interiors.</P></FONT>",,Unknown,artist,circa 1870-1880,,"freehand drawing,handwriting",Creased - fragile.,"paper,wash,graphite pencil,ink","drawings,scientific illustrations",,"Fish,Scyliorhinus canicula (Linnaeus, 1758)",,
445268,Coris sandageri (Hector),24,369719,7092,5028,https://media.tepapa.govt.nz/collection/369719/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,26 January 1956,,"freehand drawing,handwriting",,"paper,graphite pencil,wash,ink","drawings,scientific illustrations",,"Fish,Coris sandeyeri (Hector, 1884)",Great Barrier Island,
445271,"Ctenoid, Supra et infra Maxitto",31,369721,7320,3996,https://media.tepapa.govt.nz/collection/369721/full,No Known Copyright Restrictions,"<FONT size=1>
<P></FONT><FONT size=3>With fine teeth, washed up on a Hokitika Beach </P></FONT>",,Unknown,artist,January 1872,,"freehand drawing,handwriting",Pen sketch on tracing paper,"ink,tracing paper","drawings,scientific illustrations",,Fish,,
445299,Macrourus,9,369842,6858,3090,https://media.tepapa.govt.nz/collection/369842/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1968,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Macrourus sp.",,
445300,Auchenoceros punctatus Hutton,29,369843,6708,2862,https://media.tepapa.govt.nz/collection/369843/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1968,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Auchenoceros punctatus (Hutton, 1873)",,
445301,Laemonema carbatula,19,369844,6732,3096,https://media.tepapa.govt.nz/collection/369844/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1968,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Laemonema sp.",,
445303,Myotophum (Diaphus) elucens Brauer,34,369845,6972,3246,https://media.tepapa.govt.nz/collection/369845/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1968,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Diaphus perspicillatus (Ogilby, 1889)",,
445304,Auchenoceros punctatus (Hutton),31,369846,6996,3120,https://media.tepapa.govt.nz/collection/369846/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,1 August 1968,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Auchenoceros punctatus (Hutton, 1873)",,
445305,Fish drawing,12,369847,6906,3264,https://media.tepapa.govt.nz/collection/369847/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,16 February 1965,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,Fish,,
445308,Cataetyx,8,369848,6864,3354,https://media.tepapa.govt.nz/collection/369848/full,CC BY-NC-ND 4.0,,,Charles McCann,,2 May 1969,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Cataetyx",,
445309,Cottunculus,11,369849,6894,3162,https://media.tepapa.govt.nz/collection/369849/full,CC BY-NC-ND 4.0,,,Charles McCann,,August 1968,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Cottunculus sp.",,
445310,Maurolicus muelleri,19,369850,6864,3108,https://media.tepapa.govt.nz/collection/369850/full,CC BY-NC-ND 4.0,,,Charles McCann,,circa 1968,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Maurolicus muelleri (Gmelin, 1788)",,
445311,Physiculus bacchus Forster,26,369851,6804,3100,https://media.tepapa.govt.nz/collection/369851/full,CC BY-NC-ND 4.0,,,Charles McCann,,circa 1968,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Pseudophycis bachus (Forster, 1801)",,
445312,Physiculus baccus,17,369852,6918,3174,https://media.tepapa.govt.nz/collection/369852/full,CC BY-NC-ND 4.0,,,Charles McCann,,7 January 1965,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Pseudophycis bachus (Forster, 1801)",,
445313,Physiculus baccus,17,369853,6876,3144,https://media.tepapa.govt.nz/collection/369853/full,CC BY-NC-ND 4.0,,,Charles McCann,,January 1965,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Pseudophycis bachus (Forster, 1801)",,
445314,Antimora nostrata,17,369854,6660,2868,https://media.tepapa.govt.nz/collection/369854/full,CC BY-NC-ND 4.0,,,Charles McCann,,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Antimora rostrata (Gunther, 1878)",,
445316,Antimora rostrata,17,369855,6930,2976,https://media.tepapa.govt.nz/collection/369855/full,CC BY-NC-ND 4.0,,,Charles McCann,,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Antimora rostrata (Gunther, 1878)",,
445317,Antimora viola,14,369856,6918,3252,https://media.tepapa.govt.nz/collection/369856/full,CC BY-NC-ND 4.0,,,Charles McCann,,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Antimora rostrata (Gunther, 1878)",,
445318,Pseudophycis breviusculus,25,369857,6666,3384,https://media.tepapa.govt.nz/collection/369857/full,CC BY-NC-ND 4.0,,,Charles McCann,,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Pseudophycis breviuscula (Richardson, 1846)",,
445320,Lotella marginata Gunter,24,369858,6846,3168,https://media.tepapa.govt.nz/collection/369858/full,CC BY-NC-ND 4.0,,,Charles McCann,,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Notophycis marginata (Günther, 1878)",,
445322,Haloporphyrus ensiferus,23,369859,6780,3192,https://media.tepapa.govt.nz/collection/369859/full,CC BY-NC-ND 4.0,,,Charles McCann,,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Lepidion ensiferus (Günther, 1887)",,
445324,Mora mediterranea Risso,23,369860,6744,3144,https://media.tepapa.govt.nz/collection/369860/full,CC BY-NC-ND 4.0,,,Charles McCann,,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Mora moro (Risso, 1810)",,
445325,Halargyreus johnstoni,21,369861,6846,3204,https://media.tepapa.govt.nz/collection/369861/full,CC BY-NC-ND 4.0,,,Charles McCann,,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Halargyreus johnsonii Gunther, 1862",,
445327,Lotella marginata Gunter,24,369870,6786,3942,https://media.tepapa.govt.nz/collection/369870/full,CC BY-NC-ND 4.0,,,Charles McCann,,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Notophycis marginata (Günther, 1878)",,
445331,H. denticulatus posterior face,30,369874,6198,3648,https://media.tepapa.govt.nz/collection/369874/full,CC BY-NC-ND 4.0,,,Charles McCann,,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,Fish,,
445332,H. denticulatus anterior face,29,369875,6504,3738,https://media.tepapa.govt.nz/collection/369875/full,CC BY-NC-ND 4.0,,,Charles McCann,,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,Fish,,
445335,Halargyreus johnstoni,21,369880,6318,3990,https://media.tepapa.govt.nz/collection/369880/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Halargyreus johnsonii Gunther, 1862",,
445338,Antimora viola,14,369890,6468,3804,https://media.tepapa.govt.nz/collection/369890/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Antimora rostrata (Gunther, 1878)",,
445339,Auchenoceros punctatus,22,369891,5856,4116,https://media.tepapa.govt.nz/collection/369891/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Auchenoceros punctatus (Hutton, 1873)",,
445340,Laemonema,9,369892,6288,3822,https://media.tepapa.govt.nz/collection/369892/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Laemonema sp.",,
445342,Lotella marginata Gunter,24,369893,6324,3930,https://media.tepapa.govt.nz/collection/369893/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,1960s,,"freehand drawing,handwriting",,"cardboard,ink","drawings,scientific illustrations",,"Fish,Notophycis marginata (Günther, 1878)",,
445351,Lotella rhacinus Forster,24,369389,6846,5220,https://media.tepapa.govt.nz/collection/369389/full,CC BY-NC-ND 4.0,"<FONT size=3>
<P>Original colour drawing on hardback for the Transactions of New Zealand.</P>
<P>W.J. Phillips,&nbsp; Fishes New Zealand, Plate # 3.</P></FONT>",,William Phillipps,artist,1930s,,"freehand drawing,handwriting",,"cardboard,wax,pigment,wash,ink","drawings,scientific illustrations",,"Fish,Lotella rhacina (Forster, 1801)",,
445354,Aotea acus,10,369390,7260,5328,https://media.tepapa.govt.nz/collection/369390/full,CC BY-NC-ND 4.0,"<P>Original colour drawing on hardback for the Transactions of New Zealand. <BR></P>
<P>W.J. Phillips,&nbsp; Fishes New Zealand, Plate # 4.</P>",,William Phillipps,artist,1930s,,"freehand drawing,handwriting",,"cardboard,wax,pigment,wash,ink","drawings,scientific illustrations",,"Fish,Aotea acus Phillipps, 1926",,
445355,Mako Shark,10,369391,6988,5139,https://media.tepapa.govt.nz/collection/369391/full,CC BY-NC-ND 4.0,"<P>Original colour drawing on hardback for the Transactions of New Zealand. <BR></P>
<P>W.J. Phillips,&nbsp; Fishes New Zealand, Plate number 4.</P>",,William Phillipps,artist,1930s,,"freehand drawing,handwriting",,"cardboard,wax,pigment,wash,ink","drawings,scientific illustrations",,"Fish,Sharks,Isurus oxyrinchus Rafinesque, 1810",,
445356,Oar fish,8,369392,5832,4884,https://media.tepapa.govt.nz/collection/369392/full,No Known Copyright Restrictions,,,Unknown,artist,circa 1880,,"freehand drawing,handwriting",,"cardboard,wax,pigment,wash,graphite pencil,ink","drawings,scientific illustrations",,"Fish,Trachipterus",,
445358,Leptocephalus multidens,23,369395,7074,2862,https://media.tepapa.govt.nz/collection/369395/full,CC BY-NC-ND 4.0,,,William Phillipps,artist,1930s,,"freehand drawing,handwriting",,"cardboard,wax,pigment,wash,ink","drawings,scientific illustrations",,"Fish,Leptocephalus sp.",,
445360,Bonita,6,369396,6720,3624,https://media.tepapa.govt.nz/collection/369396/full,No Known Copyright Restrictions,"Fish specimen captured by John Somevill [? unclear] at Gisbourne, pencil drawing with notes addressed to Dr James Hector.",,George Wilson,artist,13 April 1885,,"freehand drawing,handwriting",,"cardboard,ink,graphite pencil","drawings,scientific illustrations",,"Fish,Sarda chilensis",,
445361,Chilodactylus,13,369397,6372,4632,https://media.tepapa.govt.nz/collection/369397/full,No Known Copyright Restrictions,"<FONT size=3>
<P>Pencil and watercolour scientific drawing of a fish.</P></FONT>",,CH P,artist,21 January 1889,,"freehand drawing,handwriting",,"cardboard,ink,graphite pencil,wash","drawings,scientific illustrations",,"Fish,Cheilodactylus nigripes Richardson, 1850",,
445364,Labricthys bothryocosmus,24,369399,6744,3483,https://media.tepapa.govt.nz/collection/369399/full,No Known Copyright Restrictions,Scientific illustration of a spotty fish. Original drawing. Natural size.,,John Buchanan,artist,1870s,,"freehand drawing,handwriting",,"cardboard,ink,graphite pencil","drawings,scientific illustrations",,"Fish,Notolabrus celidotus (Bloch & Schneider, 1801)",,
445366,Ophisurus novoe Zelandioe Hec.,30,369419,21819,5484,https://media.tepapa.govt.nz/collection/369419/full,No Known Copyright Restrictions,,,Unknown,artist,circa 1869,,"freehand drawing,handwriting",,"cardboard,ink,graphite pencil,wash","drawings,scientific illustrations",,"Fish,Ophisurus novaezelandiae Hector, 1870",,
445371,Luvarus imperialis,18,369401,8999,3827,https://media.tepapa.govt.nz/collection/369401/full,No Known Copyright Restrictions,"Cast on beach near North Cape, North Island.",,CH P,artist,1889,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,linen","drawings,scientific illustrations",,"Fish,Luvarus imperialis Rafinesque, 1810",North Cape,
445376,Beryx affinis,13,369402,6420,4584,https://media.tepapa.govt.nz/collection/369402/full,No Known Copyright Restrictions,"Beryx affinis in the collection of S.H. Drew, Whanganui, September 1890.",,Unknown,artist,September 1890,,"freehand drawing,handwriting",,"cardboard,graphite pencil,wash","drawings,scientific illustrations",,"Fish,Centroberyx affinis (Gunther, 1859)",Whanganui River,
783705,Catalogue of Mr Bullers' Collection of New Zealand Birds,56,277223,4501,7051,https://media.tepapa.govt.nz/collection/277223/full,No Known Copyright Restrictions,,"Approximate: 226mm (width), 328mm (length)",Sir Walter Buller,writer,19th century,,,,"paper,ink",files,,,,
783705,Catalogue of Mr Bullers' Collection of New Zealand Birds,56,277224,4517,7029,https://media.tepapa.govt.nz/collection/277224/full,No Known Copyright Restrictions,,"Approximate: 226mm (width), 328mm (length)",Sir Walter Buller,writer,19th century,,,,"paper,ink",files,,,,
783705,Catalogue of Mr Bullers' Collection of New Zealand Birds,56,277225,4584,7133,https://media.tepapa.govt.nz/collection/277225/full,No Known Copyright Restrictions,,"Approximate: 226mm (width), 328mm (length)",Sir Walter Buller,writer,19th century,,,,"paper,ink",files,,,,
783705,Catalogue of Mr Bullers' Collection of New Zealand Birds,56,277226,4487,7048,https://media.tepapa.govt.nz/collection/277226/full,No Known Copyright Restrictions,,"Approximate: 226mm (width), 328mm (length)",Sir Walter Buller,writer,19th century,,,,"paper,ink",files,,,,
783705,Catalogue of Mr Bullers' Collection of New Zealand Birds,56,277227,4562,7103,https://media.tepapa.govt.nz/collection/277227/full,No Known Copyright Restrictions,,"Approximate: 226mm (width), 328mm (length)",Sir Walter Buller,writer,19th century,,,,"paper,ink",files,,,,
783705,Catalogue of Mr Bullers' Collection of New Zealand Birds,56,277228,4532,7103,https://media.tepapa.govt.nz/collection/277228/full,No Known Copyright Restrictions,,"Approximate: 226mm (width), 328mm (length)",Sir Walter Buller,writer,19th century,,,,"paper,ink",files,,,,
783705,Catalogue of Mr Bullers' Collection of New Zealand Birds,56,277229,4554,7133,https://media.tepapa.govt.nz/collection/277229/full,No Known Copyright Restrictions,,"Approximate: 226mm (width), 328mm (length)",Sir Walter Buller,writer,19th century,,,,"paper,ink",files,,,,
783705,Catalogue of Mr Bullers' Collection of New Zealand Birds,56,277230,4517,7126,https://media.tepapa.govt.nz/collection/277230/full,No Known Copyright Restrictions,,"Approximate: 226mm (width), 328mm (length)",Sir Walter Buller,writer,19th century,,,,"paper,ink",files,,,,
783705,Catalogue of Mr Bullers' Collection of New Zealand Birds,56,277231,4562,7111,https://media.tepapa.govt.nz/collection/277231/full,No Known Copyright Restrictions,,"Approximate: 226mm (width), 328mm (length)",Sir Walter Buller,writer,19th century,,,,"paper,ink",files,,,,
1142404,Outward letter:  Colonial Secretary  1866: Page 158: Estimating the value [?] of the property stolen from the museum,116,277259,3348,4860,https://media.tepapa.govt.nz/collection/277259/full,No Known Copyright Restrictions,,,Sir James Hector,writer,15 March 1866,,,,,letters,,,,
1142879,"Outward letter:  Gumpel, C.F. Esq  : Page 587: Lending subscription to society",78,223361,3270,4830,https://media.tepapa.govt.nz/collection/223361/full,No Known Copyright Restrictions,,,Sir James Hector,writer,8 October 1868,,,,,letters,,,London,
1153308,Forwarding report on the Sutherland Mine,40,358523,4606,6834,https://media.tepapa.govt.nz/collection/358523/full,No Known Copyright Restrictions,,,Sir James Hector,writer,12 May 1872,,"handwriting,copying",Extremely fragile,"tissue paper,ink",letters,,,"Gold,Mining,Reefs",
1156069,"Professor Baird re The Philadelphia Exhibition: Baird, Prof -, Philadelphia exhibition, exhibitions, 577",104,361504,4320,3240,https://media.tepapa.govt.nz/collection/361504/full,No Known Copyright Restrictions,,,Sir James Hector,author,10 January 1882,,handwriting,,"tissue paper,ink",letters,,,Exhibitions,
1199630,Coal fields and coal mines,26,340636,3088,4151,https://media.tepapa.govt.nz/collection/340636/full,No Known Copyright Restrictions,"
<P>Showing colliery, coal mine  coal bed plans for Masterton to Napier, Oamaru to Waitaki, Oarmaru District, Otago Coal Fields plan of saddle Hill Colliery, Otago Coal fields plan of Samons Coal mine, Green Island.</P>","Approximate: 505mm (width), 695mm (height)","New Zealand Geological Survey,Sir James Hector","publisher,surveyor",circa 1887,,printing,,"paper,poster board,ink","plans,sections",,,"Expeditions & surveys,Coal,Fuel,Fuel supply,Masterton,Napier,Oamaru,Clutha-Central Otago,Waitaki,Green Island",
1434628,Original Dominion Museum building revealed during the demolition of the old museum,82,335223,3828,2616,https://media.tepapa.govt.nz/collection/335223/full,No Known Copyright Restrictions,"Historical photographs pertaining to the Museum (it's predecessors), staff and activities.","Image: 102mm (width), 71mm (height)",Professor John Salmon,photographer,3 May 1939,Wellington (New Zealand),"black-and-white photography,photography","black and white photograph, gelatin silver print","photographic paper,photographic gelatin,silver","black-and-white prints,gelatin silver prints",,"Galleries & museums,Wooden buildings,Wellington",Demolition,
1444307,Re: Purchase of photographs Series No. 526 & 527 taken in France,64,340949,4486,6944,https://media.tepapa.govt.nz/collection/340949/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Mr Edwin Emmett enquires as to&nbsp;when he can expect to receive&nbsp;the photographs he purchased at the Dunedin exhibition&nbsp;of 'War Photographs New Zealand and South Seas' of himself and donkey ""Moses"" in France.</FONT></P></FONT>",,Edwin Emmett,writer,March 1926,Christchurch (New Zealand),handwriting,,"paper,ink",letters,,,"World War, 1914-1918,soldiers,Donkeys,Mascots,France",
1444307,Re: Purchase of photographs Series No. 526 & 527 taken in France,64,340950,4494,7012,https://media.tepapa.govt.nz/collection/340950/full,No Known Copyright Restrictions,"<FONT size=1>
<P><FONT size=3>Mr Edwin Emmett enquires as to&nbsp;when he can expect to receive&nbsp;the photographs he purchased at the Dunedin exhibition&nbsp;of 'War Photographs New Zealand and South Seas' of himself and donkey ""Moses"" in France.</FONT></P></FONT>",,Edwin Emmett,writer,March 1926,Christchurch (New Zealand),handwriting,,"paper,ink",letters,,,"World War, 1914-1918,soldiers,Donkeys,Mascots,France",
1497765,Coryphaenoides,14,369734,6168,4620,https://media.tepapa.govt.nz/collection/369734/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Coryphaenoides",,
1497765,Coryphaenoides,14,369735,6144,4554,https://media.tepapa.govt.nz/collection/369735/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Coryphaenoides",,
1497765,Coryphaenoides,14,369736,6084,4488,https://media.tepapa.govt.nz/collection/369736/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Coryphaenoides",,
1497765,Coryphaenoides,14,369737,6102,4608,https://media.tepapa.govt.nz/collection/369737/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Coryphaenoides",,
1497765,Coryphaenoides,14,369738,6072,4668,https://media.tepapa.govt.nz/collection/369738/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Coryphaenoides",,
1497765,Coryphaenoides,14,369739,5856,4614,https://media.tepapa.govt.nz/collection/369739/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Coryphaenoides",,
1497765,Coryphaenoides,14,369740,5076,4206,https://media.tepapa.govt.nz/collection/369740/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Coryphaenoides",,
1497765,Coryphaenoides,14,369741,4998,4110,https://media.tepapa.govt.nz/collection/369741/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Coryphaenoides",,
1497766,Trachyrhynchus,14,369742,6090,4614,https://media.tepapa.govt.nz/collection/369742/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Trachyrincus sp.",,
1497766,Trachyrhynchus,14,369743,6012,4614,https://media.tepapa.govt.nz/collection/369743/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Trachyrincus sp.",,
1497766,Trachyrhynchus,14,369744,6048,4470,https://media.tepapa.govt.nz/collection/369744/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Trachyrincus sp.",,
1497766,Trachyrhynchus,14,369745,6054,4584,https://media.tepapa.govt.nz/collection/369745/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Trachyrincus sp.",,
1497766,Trachyrhynchus,14,369746,6186,4728,https://media.tepapa.govt.nz/collection/369746/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Trachyrincus sp.",,
1497766,Trachyrhynchus,14,369747,6072,4638,https://media.tepapa.govt.nz/collection/369747/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Trachyrincus sp.",,
1497767,Malacocephalus,14,369748,6036,4410,https://media.tepapa.govt.nz/collection/369748/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Malacocephalus",,
1497767,Malacocephalus,14,369749,5826,4578,https://media.tepapa.govt.nz/collection/369749/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Malacocephalus",,
1497768,Lepidorhynchus,14,369750,5971,4469,https://media.tepapa.govt.nz/collection/369750/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Lepidorhynchus sp.",,
1497768,Lepidorhynchus,14,369751,7176,4416,https://media.tepapa.govt.nz/collection/369751/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Lepidorhynchus sp.",,
1497768,Lepidorhynchus,14,369752,7074,4554,https://media.tepapa.govt.nz/collection/369752/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Lepidorhynchus sp.",,
1497768,Lepidorhynchus,14,369753,5886,4554,https://media.tepapa.govt.nz/collection/369753/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Lepidorhynchus sp.",,
1497768,Lepidorhynchus,14,369754,5946,4512,https://media.tepapa.govt.nz/collection/369754/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Lepidorhynchus sp.",,
1497768,Lepidorhynchus,14,369755,5922,4374,https://media.tepapa.govt.nz/collection/369755/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Lepidorhynchus sp.",,
1497768,Lepidorhynchus,14,369756,5892,4488,https://media.tepapa.govt.nz/collection/369756/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Lepidorhynchus sp.",,
1497768,Lepidorhynchus,14,369757,5892,4440,https://media.tepapa.govt.nz/collection/369757/full,CC BY-NC-ND 4.0,,,Charles McCann,artist,circa 1965-1969,,"freehand drawing,handwriting",,"paper,ink,graphite pencil,fish scale,glue","drawings,scientific illustrations",,"Fish,Lepidorhynchus sp.",,
