irn,title,title_length,number_of_imagesimage_irn,width,height,contentUrl,rights,description,observedDimension,creator,role,createdDate,createdPlace,productionUsedTechnique,isMadeOfSummary,isMadeOf,isTypeOf,influencedBy,depicts,refersTo,creditLine
1574578,"Plate proof for beer duty stamp, twenty-eight gallons",53,1,550714,6852,9874,https://media.tepapa.govt.nz/collection/550714/full,No Known Copyright Restrictions,,"Image: 68mm (width), 68mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink","tax stamps,proofs",,,"Brewing industry,Beer,New Zealand",
1574579,"Plate proof for beer duty stamp, twenty-eight gallons",53,1,550715,6762,8851,https://media.tepapa.govt.nz/collection/550715/full,No Known Copyright Restrictions,,"Image: 68mm (width), 68mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink","tax stamps,proofs",,,"Brewing industry,Beer,New Zealand",
1574580,"Plate proof for beer duty stamp, thirty-six gallons",51,1,550716,6760,8861,https://media.tepapa.govt.nz/collection/550716/full,No Known Copyright Restrictions,,"Image: 68mm (width), 68mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink","tax stamps,proofs",,,"Brewing industry,Beer,New Zealand",
1574590,"Plate proof for beer duty stamp, fifty-two gallons",50,1,550717,6793,8353,https://media.tepapa.govt.nz/collection/550717/full,No Known Copyright Restrictions,,"Image: 68mm (width), 68mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink","tax stamps,proofs",,,"Brewing industry,Beer,New Zealand",
1574594,"Beer duty stamp, two gallons",28,1,550718,6517,6477,https://media.tepapa.govt.nz/collection/550718/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574600,"Beer duty stamp, three gallons",30,1,550719,6457,6507,https://media.tepapa.govt.nz/collection/550719/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574606,"Beer duty stamp, three gallons",30,1,550720,6408,6487,https://media.tepapa.govt.nz/collection/550720/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574610,"Beer duty stamp, five gallons",29,1,550721,6437,6547,https://media.tepapa.govt.nz/collection/550721/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574612,"Beer duty stamp, five gallons",29,1,550722,6446,6456,https://media.tepapa.govt.nz/collection/550722/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574615,"Beer duty stamp, ten gallons",28,1,550723,6378,6576,https://media.tepapa.govt.nz/collection/550723/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574620,"Beer duty stamp, ten gallons",28,1,550724,6645,6517,https://media.tepapa.govt.nz/collection/550724/full,No Known Copyright Restrictions,,"Overall: 73mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574623,"Beer duty stamp, eighteen gallons",33,1,550725,6532,6542,https://media.tepapa.govt.nz/collection/550725/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574629,"Beer duty stamp, twenty-seven gallons",37,1,550726,6474,6513,https://media.tepapa.govt.nz/collection/550726/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574631,"Beer duty stamp, twenty-eight gallons",37,1,550727,6438,6408,https://media.tepapa.govt.nz/collection/550727/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574633,"Beer duty stamp, thirty gallons",31,1,550728,6480,6471,https://media.tepapa.govt.nz/collection/550728/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574634,"Beer duty stamp, thirty-six gallons",35,1,550729,6454,6544,https://media.tepapa.govt.nz/collection/550729/full,No Known Copyright Restrictions,,"Overall: 70mm (width), 72mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574635,"Beer duty stamp, fifty-two gallons",34,1,550730,6850,6771,https://media.tepapa.govt.nz/collection/550730/full,No Known Copyright Restrictions,,"Overall: 73mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574636,"Block of four Beer duty stamps, eighteen gallons",48,1,550731,5830,6059,https://media.tepapa.govt.nz/collection/550731/full,No Known Copyright Restrictions,,"Overall: 145mm (width), 149mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574640,"Block of four Beer duty stamps, thirty-six gallons",50,1,550732,5944,5776,https://media.tepapa.govt.nz/collection/550732/full,No Known Copyright Restrictions,,"Overall: 150mm (width), 142mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574647,"Beer duty stamp, five gallons",29,1,550733,6290,6122,https://media.tepapa.govt.nz/collection/550733/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 70mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574649,"Beer duty stamp, two gallons",28,1,550734,6223,6203,https://media.tepapa.govt.nz/collection/550734/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574650,"Beer duty stamp, eighteen gallons",33,1,550735,6191,6220,https://media.tepapa.govt.nz/collection/550735/full,No Known Copyright Restrictions,,"Overall: 70mm (width), 72mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574651,"Beer duty stamp, eighteen gallons",33,1,550736,6388,6240,https://media.tepapa.govt.nz/collection/550736/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574652,"Beer duty stamp, thirty-six gallons",35,1,550737,6092,6251,https://media.tepapa.govt.nz/collection/550737/full,No Known Copyright Restrictions,,"Overall: 69mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574654,"Beer duty stamp, two gallons",28,1,550738,6172,6311,https://media.tepapa.govt.nz/collection/550738/full,No Known Copyright Restrictions,,"Overall: 70mm (width), 72mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574656,"Beer duty stamp, three gallons",30,1,550739,6487,6280,https://media.tepapa.govt.nz/collection/550739/full,No Known Copyright Restrictions,,"Overall: 73mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574658,"Beer duty stamp, three gallons",30,1,550740,6319,6280,https://media.tepapa.govt.nz/collection/550740/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 73mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574660,"Beer duty stamp, five gallons",29,1,550741,6319,6240,https://media.tepapa.govt.nz/collection/550741/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574661,"Beer duty stamp, five gallons",29,1,550742,6346,6197,https://media.tepapa.govt.nz/collection/550742/full,No Known Copyright Restrictions,,"Overall: 72mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
1574664,"Beer duty stamp, twenty-eight gallons",37,1,550743,6369,6171,https://media.tepapa.govt.nz/collection/550743/full,No Known Copyright Restrictions,,"Overall: 71mm (width), 71mm (height)","Bock and Cousins,Government Printer (N.Z.)","engraver,printer",1883,New Zealand,,,"paper,printing ink",tax stamps,,,"Brewing industry,Beer,New Zealand",
